web-scraper-order,description_raw,location_raw,price_raw,price,mileage_raw,mileage,fuel_type_raw,fuel_type_Diesel,bfs_name,bfs_number,lat,lon
1733475568-1155,VW T6 California 2.0 TDI Beach,"Heimiswilstrasse, 3400 Burgdorf",CHF 47'900.–,47900,82'000 km,82000,Diesel,1,Bern,['02'],47.09792709350586,7.326745510101318
1733475571-1156,BENIMAR Amphitryon 940 Aut 3.5t 2021,"Harzachstrasse 4, 8404 Winterthur",CHF 64'900.–,64900,32'550 km,32550,Diesel,1,Aargau,['19'],47.400421142578125,8.217970848083496
1733475575-1157,VW T6 California 2.0 Bi-TDI Beach Edition 4Motion,"Riedhofstrasse 57, 8408 Winterthur-Wülflingen",CHF 51'895.–,51895,45'800 km,45800,Diesel,1,Zürich,['01'],47.52763366699219,8.706928253173828
1733475578-1158,BIMOBIL Husky 240/2 Toyota Hilux Extracab 2.8D-4D 4x4,8427 Rorbas,CHF 146'000.–,146000,15'400 km,15400,Diesel,1,Zürich,['01'],47.52763366699219,8.706928253173828
1733475581-1159,"VW Caddy KA Basis 4M62. Bitte auf diese Handy Nummer Anrufen oder SMS, WhatsApp/ 0034688797088",8200 Schsffhausen,CHF 7'900.–,7900,91'000 km,91000,Diesel,1,Zürich,['01'],47.52763366699219,8.706928253173828
1733475588-1160,PEUGEOT 2.5 TED 14 Q,2314 La Sagne,CHF 22'500.–,22500,295'000 km,295000,Diesel,1,Zürich,['01'],47.40283966064453,8.44124698638916
1733475591-1161,VW T6 California 2.0 TDI Ocean GREY 4Motion,1217 Meyrin,CHF 60'500.–,60500,61'000 km,61000,Diesel,1,Zürich,['01'],47.35764694213867,8.728433609008789
1733475593-1162,VW T6.1 California 2.0 TDI Ocean Last Edition,8863 Buttikon SZ,CHF 69'900.–,69900,16'000 km,16000,Diesel,1,Schwyz,['05'],47.03028869628906,8.628253936767578
1733475596-1163,VW T5 California 2.0 Bi-TDI Comfortline Edition,8887 Mels,CHF 49'990.–,49990,45'500 km,45500,Diesel,1,Schwyz,['05'],47.03028869628906,8.628253936767578
1733475599-1164,VW T5 California 2.5L,8004 Zürich,CHF 28'000.–,28000,220'000 km,220000,Diesel,1,Valais,['23'],46.24650955200195,6.9674177169799805
1733475604-1166,VW T6 California 2.0 TDI Ocean Liberty,8610 Uster,CHF 54'900.–,54900,63'434 km,63434,Diesel,1,Schwyz,['05'],47.02848815917969,8.629693984985352
1733475607-1167,ADRIA SUPERSONIC 780 SL,4052 Basel,CHF 142'500.–,142500,12'500 km,12500,Diesel,1,Aargau,['19'],47.53500747680664,8.128423690795898
1733475617-1168,CITROEN Campster Poessl 2.0 BlueHdi BVM6 150CV,"Av. de Grandson 64, 1400 Yverdon-les-Bains",CHF 46'900.–,46900,47'300 km,47300,Diesel,1,Fribourg,['10'],46.60664749145508,7.032050609588623
1733475620-1169,VW T6.1 California 2.0 Bi-TDI Beach Edition Spirit 4Motion,"Solothurnerstrasse 22, 4614 Hägendorf",CHF 76'800.–,76800,10'000 km,10000,Diesel,1,Zug,['09'],47.155086517333984,8.440105438232422
1733475623-1170,FIAT Rimor 99A,"Kantonsstrasse 152, 7205 Zizers",CHF 59'900.–,59900,35'000 km,35000,Diesel,1,Zürich,['01'],47.4071159362793,8.494709968566895
1733475625-1171,HYMER Exsis T 578,"Kantonsstrasse 152, 7205 Zizers",CHF 54'900.–,54900,26'500 km,26500,Diesel,1,Thurgau,['20'],47.54876708984375,9.304647445678711
1733475627-1172,VW T6.1 2.0 TDI Camper Summermobil (ähnlich California),"Hauptstrasse 9, 8598 Bottighofen / bei 8280 Kreuzlingen am Bodensee",CHF 47'350.–,47350,34'765 km,34765,Diesel,1,Vaud,['22'],46.52957534790039,6.61456298828125
1733475630-1173,VW T6 California 2.0 TDI Ocean DSG 4x4 / frisch ab MFK / mit AHK,"Brünigstrasse 225, 6072 Sachseln",CHF 44'444.–,44444,143'300 km,143300,Diesel,1,Zürich,['01'],47.385738372802734,8.645942687988281
1733475633-1174,PEUGEOT Boxer Bravia Swan 636 2.2 BlueHDi S/S,"Bernstrasse 19c, 3250 Lyss",CHF 77'900.–,77900,16'200 km,16200,Diesel,1,Solothurn,['11'],47.451255798339844,7.6736650466918945
1733475635-1175,MERCEDES-BENZ Marco Polo 220 d 7G-Tronic,"Occasionsplatz:Grosszaun (beim Kreisel Netstal), 8754 Netstal",CHF 47'900.–,47900,65'000 km,65000,Diesel,1,Aargau,['19'],47.44681167602539,8.141227722167969
1733475638-1176,"VW T6 2.0 TDI 4motion (mit Sperre hinten) ""Offroad-Camper"" Summermobil (ähnlich California)","Hauptstrasse 9, 8598 Bottighofen / bei 8280 Kreuzlingen am Bodensee",CHF 52'350.–,52350,61'835 km,61835,Diesel,1,Schwyz,['05'],47.08842468261719,8.442535400390625
1733475640-1177,VW VW T6.1 2.0 TDI Automat DSG Camper Summermobil (ähnlich California),"Hauptstrasse 9, 8598 Bottighofen / bei 8280 Kreuzlingen am Bodensee",CHF 52'350.–,52350,62'745 km,62745,Diesel,1,Basel-Landschaft,['13'],47.53702926635742,7.633534908294678
1733475643-1178,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,6004 Luzern,CHF 71'850.–,71850,40'000 km,40000,Diesel,1,Luzern,['03'],47.10655975341797,8.353533744812012
1733475645-1179,VW T6.1 California 2.0 TDI Ocean Edition Liberty,8625 Gossau ZH,CHF 71'900.–,71900,14'000 km,14000,Diesel,1,Bern,['02'],46.59491729736328,7.651859283447266
1733475649-1180,VW T3 California (Westfalia Hochdach),8260 Stein am Rhein,CHF 15'900.–,15900,240'000 km,240000,Diesel,1,Bern,['02'],46.59491729736328,7.651859283447266
1733475651-1181,MERCEDES-BENZ Sprinter 315 CDI Standard 4x4,9053 Teufen,CHF 50'000.–,50000,140'000 km,140000,Diesel,1,Zürich,['01'],47.40283966064453,8.44124698638916
1733475654-1182,NIESMANN + BISCHOFF Arto 79LE,4628 Wolfwil,CHF 62'000.–,62000,78'000 km,78000,Diesel,1,Zürich,['01'],47.26387023925781,8.429641723632812
1733475657-1183,VW T5 California 2.0 TDI Beach 4Motion,8051 Zürich,CHF 34'500.–,34500,195'000 km,195000,Diesel,1,Fribourg,['10'],46.79096603393555,7.139599800109863
1733475660-1184,VW T6 California 2.0 TDI Ocean RED 4Motion,3705 Faulensee,CHF 44'500.–,44500,167'000 km,167000,Diesel,1,Schaffhausen,['14'],47.69985580444336,8.63329792022705
1733475662-1185,ADRIA Sonic Supreme I 710 SL,7320 Sargans,CHF 49'900.–,49900,24'550 km,24550,Diesel,1,St. Gallen,['17'],47.45463180541992,9.0487060546875
1733475669-1187,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,1912 Leytron,CHF 76'000.–,76000,30'000 km,30000,Diesel,1,Aargau,['19'],47.34919357299805,8.265459060668945
1733475676-1188,VW T6.1 California 2.0 TDI Ocean Last Edition,"Via Bellinzona 20, 6512 Giubiasco",CHF 69'999.–,69999,39'899 km,39899,Diesel,1,St. Gallen,['17'],47.00508499145508,9.444046020507812
1733475679-1189,CONCORDE,"Sonnenbodenstrasse 9, 3076 Worb",CHF 349'990.–,349990,18'000 km,18000,Diesel,1,Fribourg,['10'],46.85071563720703,6.84145450592041
1733475682-1190,FIAT Ducato Zefiro 295 Roller Team,3280 Murten,CHF 48'750.–,48750,84'250 km,84250,Diesel,1,Valais,['23'],46.20541000366211,7.433724403381348
1733475685-1191,WEINSBERG Imperiale 670,"Bahnhofstrasse 186, 6423 Seewen",CHF 44'800.–,44800,39'000 km,39000,Diesel,1,Valais,['23'],46.23056411743164,7.864914894104004
1733475688-1192,OPEL Vivaro Saranda Beach,"Aspstrasse 12, 8472 Seuzach",CHF 18'900.–,18900,123'450 km,123450,Diesel,1,Graubünden,['18'],46.32218933105469,10.055431365966797
1733475691-1193,VW T6 California 2.0 Bi-TDI Beach Liberty 4Motion,"Chemin de la Marbrerie 1, 1227 Carouge",CHF 49'900.–,49900,82'000 km,82000,Diesel,1,Vaud,['22'],46.535274505615234,6.582472801208496
1733475693-1194,VW T6.1 California 2.0 TDI Ocean Liberty,"Giessenstrasse 4, 8600 Dübendorf",CHF 72'900.–,72900,15'000 km,15000,Diesel,1,Basel-Landschaft,['13'],47.53702926635742,7.633534908294678
1733475700-1196,FORD Saranda Beach,"Aspstrasse 12, 8472 Seuzach",CHF 13'900.–,13900,51'851 km,51851,Diesel,1,Zürich,['01'],47.418922424316406,8.684661865234375
1733475712-1200,VW T6 California 2.0 TDI Coast Edition,6900 Lugano,CHF 45'000.–,45000,129'000 km,129000,Diesel,1,Valais,['23'],46.24650955200195,6.9674177169799805
1733475714-1201,FORD 320 L1H1 Nugget Camper,9105 Schönengrund AR,CHF 45'000.–,45000,86'000 km,86000,Diesel,1,Graubünden,['18'],46.84693145751953,9.52126693725586
1733475719-1203,VW T5 California 2.0 Bi-TDI Comfortline,7000 Chur,CHF 45'000.–,45000,110'000 km,110000,Diesel,1,Aargau,['19'],47.30537414550781,8.316218376159668
1733475721-1204,ROLLER TEAM auto roller garage kp,8608 Bubikon,CHF 32'000.–,32000,101'000 km,101000,Diesel,1,Zürich,['01'],47.48739242553711,8.870604515075684
1733475724-1205,VW T6 California 2.0 TDI Ocean BLUE,5034 Suhr,CHF 58'000.–,58000,32'000 km,32000,Diesel,1,Fribourg,['10'],46.85071563720703,6.84145450592041
1733475727-1206,CARADO A461,3292 Busswil,CHF 43'500.–,43500,42'100 km,42100,Diesel,1,Aargau,['19'],47.463890075683594,8.345504760742188
1733475731-1207,VW T5,5504 Othmarsingen,CHF 36'000.–,36000,199'000 km,199000,Diesel,1,Aargau,['19'],47.55288314819336,7.956476211547852
1733475742-1209,VW T5 Saranda Beach,"Aspstrasse 12, 8472 Seuzach",CHF 22'900.–,22900,221'550 km,221550,Diesel,1,Luzern,['03'],47.092613220214844,8.345666885375977
1733475744-1210,VW T5 Saranda Beach,"Aspstrasse 12, 8472 Seuzach",CHF 25'900.–,25900,133'850 km,133850,Diesel,1,Neuchâtel,['24'],46.98310470581055,6.884435653686523
1733475746-1211,VW T6.1 California 2.0 Bi-TDI Beach Liberty,"Lättenstrasse 37, 8952 Schlieren",CHF 70'900.–,70900,10'000 km,10000,Diesel,1,St. Gallen,['17'],47.43637466430664,9.408788681030273
1733475749-1212,VW T6.1 California 2.0 TDI Ocean Last Edition,"Pfäffikerstrasse 32, 8610 Uster",CHF 67'900.–,67900,14'900 km,14900,Diesel,1,Graubünden,['18'],46.83501434326172,9.560652732849121
1733475752-1213,SUN LIVING S-SERIES S72 DL Teilintegriert,"Bahnhofstrasse 186, 6423 Seewen",CHF 59'900.–,59900,25'000 km,25000,Diesel,1,Neuchâtel,['24'],46.973297119140625,6.824704647064209
1733475755-1214,SUN LIVING A-SERIES A75 SL Alkoven,"Bahnhofstrasse 186, 6423 Seewen",CHF 62'900.–,62900,18'000 km,18000,Diesel,1,Aargau,['19'],47.30537414550781,8.316218376159668
1733475758-1215,VW Cali. TDI Ocean Ed. Lib.,"3 Route Des Ilettes, 1870 Monthey",CHF 63'990.–,63990,17'900 km,17900,Diesel,1,Solothurn,['11'],47.341278076171875,7.859083652496338
1733475767-1218,CONCORDE Carver 890 RRL,5272 Gansingen,CHF 230'000.–,230000,36'330 km,36330,Diesel,1,Zürich,['01'],47.52763366699219,8.706928253173828
1733475773-1220,TOYOTA PROACE Van L1 2.0 D Active AT,1635 La Tour-de-Trême,CHF 38'800.–,38800,25'700 km,25700,Diesel,1,Zürich,['01'],47.35764694213867,8.728433609008789
1733475776-1221,VW T6.1 California 2.0 TDI Ocean,6343 Holzhäusern,CHF 81'500.–,81500,18'000 km,18000,Diesel,1,Zürich,['01'],47.40205383300781,8.60916805267334
1733475781-1223,MERCEDES-BENZ Sprinter 313 CDI 4x4,8580 Amriswil,CHF 39'000.–,39000,322'000 km,322000,Diesel,1,Zug,['09'],47.18622589111328,8.473489761352539
1733475784-1224,VW T6.1 California 2.0 TDI Ocean Liberty,1004 lausanne,CHF 59'000.–,59000,50'000 km,50000,Diesel,1,Schwyz,['05'],47.174339294433594,8.906341552734375
1733475787-1225,VW Wavecamper T6.1 langer Radstand mit Aufstelldach Vollausstattung 8 Sitze kein California,8603 Schwerzenbach,CHF 99'990.–,99990,15'000 km,15000,Diesel,1,Ticino,['21'],46.174251556396484,8.80819034576416
1733475789-1226,HYMER B600MC,4413 Büren,CHF 94'500.–,94500,12'000 km,12000,Diesel,1,Luzern,['03'],47.09916687011719,8.230888366699219
1733475792-1227,RIMOR Fiat Rimor Seal 98 P,5107 Schinznach Dorf,CHF 63'000.–,63000,12'400 km,12400,Diesel,1,Fribourg,['10'],46.624298095703125,7.077528476715088
1733475799-1228,VW T6 California 3000 2.0 TDI 150 Ocean DSG,"Zugerstrasse 1, 6403 Küssnacht am Rigi",CHF 49'900.–,49900,53'000 km,53000,Diesel,1,Aargau,['19'],47.53627014160156,8.226804733276367
1733475802-1229,VW T6 California 2.0 Bi-TDI Beach Liberty 4Motion,"Birsfelderstrasse 50, 4132 Muttenz",CHF 50'990.–,50990,48'000 km,48000,Diesel,1,Fribourg,['10'],46.79024124145508,6.806734561920166
1733475804-1230,VW Envia Free,"Elsihof 1, 6035 Perlen",CHF 59'900.–,59900,50'200 km,50200,Diesel,1,Solothurn,['11'],47.200801849365234,7.5716233253479
1733475807-1231,VW T6.1 California 2.0 TDI Beach Liberty,"Spiezstr. 22, 3714 Frutigen",CHF 66'950.–,66950,10'000 km,10000,Diesel,1,Schaffhausen,['14'],47.717105865478516,8.500143051147461
1733475809-1232,VW Cali. BiTDI Bea.Ed.Li.4MA,"Spiezstr. 22, 3714 Frutigen",CHF 86'900.–,86900,21'000 km,21000,Diesel,1,Vaud,['22'],46.511104583740234,6.668332576751709
1733475812-1233,VW T6 California 2.0 Bi-TDI Ocean BLUE 4Motion,"Lättenstrasse 37, 8952 Schlieren",CHF 62'900.–,62900,49'000 km,49000,Diesel,1,Appenzell Ausserrhoden,['15'],47.36166000366211,9.456462860107422
1733475815-1234,FIAT Capron T 449,"Dorfstrasse 46, 8912 Obfelden",CHF 58'900.–,58900,10'000 km,10000,Diesel,1,Ticino,['21'],46.205406188964844,9.035849571228027
1733475821-1236,VW T6.1 Cali. TDI Oce. Ed. Lib. A,"Spitalstrasse 27, 8200 Schaffhausen",CHF 66'500.–,66500,12'200 km,12200,Diesel,1,Basel-Landschaft,['13'],47.53702926635742,7.633534908294678
1733475824-1237,VW T6.1 California 2.0 TDI 150PS Ocean Edition,"Toggenburgerstrasse 146, 9500 Wil SG",CHF 69'750.–,69750,15'000 km,15000,Diesel,1,Vaud,['22'],46.54471969604492,6.567663192749023
1733475829-1238,VW T6.1 California TDI Ocean Edition DSG,8050 Zürich,CHF 60'900.–,60900,17'500 km,17500,Diesel,1,Zürich,['01'],47.49148178100586,8.707266807556152
1733475836-1240,BIMOBIL EX 412,7324 Vilters,CHF 179'000.–,179000,50'000 km,50000,Diesel,1,Ticino,['21'],46.205406188964844,9.035849571228027
1733475838-1241,VW T6.1 California 2.0 TDI Beach 4Motion,1470 Estavayer le lac,CHF 62'000.–,62000,33'000 km,33000,Diesel,1,Zürich,['01'],47.40205383300781,8.60916805267334
1733475847-1244,FRANKIA Platin I8400 Plus,1961 Vernamiège,CHF 99'000.–,99000,45'000 km,45000,Diesel,1,Thurgau,['20'],47.67057418823242,9.012188911437988
1733475850-1245,IVECO 35 Daily turbo,3922 Stalden,CHF 35'000.–,35000,198'000 km,198000,Diesel,1,Zürich,['01'],47.447879791259766,8.460655212402344
1733475853-1246,CARTHAGO Chic C-Line I 4.9,7742 Poschiavo,CHF 109'000.–,109000,50'400 km,50400,Diesel,1,Aargau,['19'],47.44945526123047,8.291810989379883
1733475855-1247,MERCEDES-BENZ Marco Polo 250 d 4M A,1020 Renens VD,CHF 52'000.–,52000,175'000 km,175000,Diesel,1,Zürich,['01'],47.329673767089844,8.781332969665527
1733475862-1248,VW T6.1 California 2.0 Bi-TDI Beach Liberty,"Birsfelderstrasse 50, 4132 Muttenz",CHF 77'900.–,77900,12'000 km,12000,Diesel,1,Bern,['02'],47.130332946777344,7.53923225402832
1733475865-1249,VW T6.1 California 2.0 TDI Ocean,"Gwattstrasse 22-28, 3604 Thun",CHF 71'700.–,71700,10'000 km,10000,Diesel,1,Basel-Landschaft,['13'],47.4791374206543,7.730919361114502
1733475868-1250,VW California BiTDI Ocean 4M,"Industriestrasse 1, 8307 Effretikon",CHF 81'900.–,81900,30'900 km,30900,Diesel,1,Bern,['02'],46.582515716552734,7.65067195892334
1733475870-1251,VW T6.1 California 2.0 TDI Ocean Liberty,"Wankdorffeldstrasse 60, 3000 Bern 22",CHF 75'500.–,75500,20'000 km,20000,Diesel,1,Valais,['23'],46.239219665527344,6.991762638092041
1733475873-1252,FIAT Capron Sunlight I 69,"Sarganserstrasse 40, Verkauf, Werkstatt, 8880 Walenstadt / SG",CHF 58'000.–,58000,17'000 km,17000,Diesel,1,Zürich,['01'],47.378963470458984,8.680431365966797
1733475876-1253,VW T6.1 California 2.0 Bi-TDI Ocean Liberty,"Elsihof 1, 6035 Perlen",CHF 69'900.–,69900,10'000 km,10000,Diesel,1,Zürich,['01'],47.40205383300781,8.60916805267334
1733475879-1254,CHALLENGER V114 Start Edition,"3 Route Des Ilettes, 1870 Monthey",CHF 48'900.–,48900,13'700 km,13700,Diesel,1,Zürich,['01'],47.40205383300781,8.60916805267334
1733475882-1255,VW T6.1 California 2.0 Bi-TDI Ocean Edition Liberty 4Motion,"Kasernenstrasse 67, 7000 Chur",CHF 82'900.–,82900,20'000 km,20000,Diesel,1,Genève,['25'],46.22016143798828,6.085522174835205
1733475884-1256,VW T5 California 2.0 Bi-TDI Comfortline Last Edition 4Motion,"8310 Kemptthal, Kemptpark 3, 8832 Wollerau, Roosstrasse 49",CHF 55'000.–,55000,71'900 km,71900,Diesel,1,Solothurn,['11'],47.350643157958984,7.953776836395264
1733475890-1258,FIAT Ducato Forster Van 599 VB,8353 Elgg,CHF 58'000.–,58000,17'000 km,17000,Diesel,1,Genève,['25'],46.22016143798828,6.085522174835205
1733475893-1259,FIAT Ducato 230/18,1470 Estavayer-le-Lac,CHF 22'000.–,22000,144'400 km,144400,Diesel,1,Genève,['25'],46.22016143798828,6.085522174835205
1733475897-1260,MERCEDES-BENZ Viano 2.2 CDI Blue Efficiency Marco Polo A,5430 Wettingen,CHF 32'000.–,32000,205'000 km,205000,Diesel,1,Aargau,['19'],47.50163269042969,8.009786605834961
1733475900-1261,VW California 2.0 TDI Last Edition,4332 Stein,CHF 48'500.–,48500,50'000 km,50000,Diesel,1,Schwyz,['05'],47.05670928955078,8.533157348632812
1733475902-1262,VW T6 California 2.0 TDI Ocean,9487 Gamprin,CHF 48'800.–,48800,121'500 km,121500,Diesel,1,Zürich,['01'],47.33500289916992,8.814070701599121
1733475906-1263,LMC Liberty Cruiser T731G,6033 Buchrain,CHF 39'900.–,39900,82'500 km,82500,Diesel,1,Luzern,['03'],47.086952209472656,8.399235725402832
1733475909-1264,PILOTE G600G,2036 Cormondrèche,CHF 47'000.–,47000,78'400 km,78400,Diesel,1,Zürich,['01'],47.41262435913086,8.53308391571045
1733475911-1265,FORD Transit Van 290 L2 Ambiente 2.0 TDCi 105 FWD,9016 St. Gallen,CHF 78'000.–,78000,30'000 km,30000,Diesel,1,Vaud,['22'],46.52119064331055,6.61853551864624
1733475914-1266,VW 2.0 TDI 4motion,7026 Maladers,CHF 52'800.–,52800,100'000 km,100000,Diesel,1,Basel-Landschaft,['13'],47.46761703491211,7.881037712097168
1733475917-1267,FORD NUGGET HOCHDACH,2014 Bôle,CHF 38'500.–,38500,40'000 km,40000,Diesel,1,Graubünden,['18'],46.23754119873047,9.128365516662598
1733475927-1268,VW T6 California 2.0 TDI Beach Edition,"Bahnhofstrasse 29, 5623 Boswil",CHF 45'900.–,45900,95'800 km,95800,Diesel,1,Zürich,['01'],47.326969146728516,8.54680061340332
1733475930-1269,WESTFALIA 150PS VW T6.1 4x4 Westfalia Kepler Six Langer Radstand,"St. Laurentiusstrasse 2, 4613 Rickenbach",CHF 59'999.–,59999,40'100 km,40100,Diesel,1,Luzern,['03'],47.03443145751953,8.26345443725586
1733475933-1270,HYMER Tramp GT 644,"Sulzer-Allee 41, 8404 Winterthur",CHF 29'777.–,29777,135'100 km,135100,Diesel,1,Bern,['02'],46.958133697509766,7.41841459274292
1733475937-1271,HYMER B 585,"Sulzer-Allee 41, 8404 Winterthur",CHF 49'777.–,49777,121'200 km,121200,Diesel,1,Bern,['02'],46.92745590209961,7.462291240692139
1733475940-1272,OPEL Vivaro Saranda Beach,"Aspstrasse 12, 8472 Seuzach",CHF 17'900.–,17900,145'140 km,145140,Diesel,1,St. Gallen,['17'],47.21958923339844,8.986641883850098
1733475943-1273,MERCEDES-BENZ Marco Polo 250 d 7G-Tronic,"Amriswilerstrasse 4, 9220 Bischofszell",CHF 57'900.–,57900,54'900 km,54900,Diesel,1,Zürich,['01'],47.26387023925781,8.429641723632812
1733475946-1274,VW T6.1 California 2.0 TDI Beach,"Pfäffikerstrasse 32, 8610 Uster",CHF 65'990.–,65990,15'900 km,15900,Diesel,1,Vaud,['22'],46.3934440612793,6.922110557556152
1733475959-1277,VW T6.1 California 2.0 TDI Ocean Liberty,"Alte Steinhauserstrasse 1, 6330 Cham",CHF 72'900.–,72900,18'000 km,18000,Diesel,1,Aargau,['19'],47.46204376220703,8.335746765136719
1733475961-1278,IVECO Eurotrakker 6x6,8854 Siebnen,CHF 217'500.–,217500,165'000 km,165000,Diesel,1,Aargau,['19'],47.46204376220703,8.335746765136719
1733475965-1279,VW T6.1 California 2.0 TDI Ocean Liberty,6600 Muralto,CHF 64'500.–,64500,21'617 km,21617,Diesel,1,Luzern,['03'],47.10655975341797,8.353533744812012
1733475970-1280,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,6206 Neuenkirch,CHF 82'900.–,82900,39'000 km,39000,Diesel,1,Zürich,['01'],47.30259323120117,8.5463285446167
1733475973-1281,VW T6 California 2.0 Bi-TDI Ocean GREY 4Motion,1630 Bulle,CHF 55'000.–,55000,87'674 km,87674,Diesel,1,Bern,['02'],46.689552307128906,7.8774333000183105
1733475977-1282,BIMOBIL,5303 Würenlingen,CHF 95'000.–,95000,80'000 km,80000,Diesel,1,Fribourg,['10'],46.71642303466797,7.098787307739258
1733475982-1283,RENAULT T35 2.3dCi L2H2,1489 Murist,CHF 25'300.–,25300,59'000 km,59000,Diesel,1,Schaffhausen,['14'],47.716819763183594,8.66743278503418
1733475987-1284,VW Caddy - GEOVAN M,4528 Zuchwil,CHF 31'900.–,31900,33'000 km,33000,Diesel,1,Valais,['23'],46.25404357910156,7.422774314880371
1733475994-1285,CARADO I338 Edition 15,8214 Gächlingen,CHF 77'900.–,77900,11'000 km,11000,Diesel,1,Zürich,['01'],47.27771759033203,8.451860427856445
1733475998-1286,FIAT Ducato Bantam Premium 540G pack hivers,1009 Pully,CHF 55'990.–,55990,46'500 km,46500,Diesel,1,Bern,['02'],47.048038482666016,7.499077320098877
1733476003-1287,MERCEDES-BENZ Atego 4x4 autarkes Kraftpaket,9056 Gais,CHF 284'000.–,284000,115'000 km,115000,Diesel,1,Zürich,['01'],47.385826110839844,8.669831275939941
1733476017-1288,VW T6.1 California 2.0 TDI Ocean Edition Liberty,"Via S. Gottardo 71, 6500 Bellinzona",CHF 68'900.–,68900,27'000 km,27000,Diesel,1,Valais,['23'],46.39403533935547,8.065515518188477
1733476023-1289,BÜRSTNER 230/14,"Sulzer-Allee 41, 8404 Winterthur",CHF 27'777.–,27777,97'900 km,97900,Diesel,1,Zürich,['01'],47.416194915771484,8.717037200927734
1733476030-1290,VW Grand California 600 2.0 BI-TDI,"Birsfelderstrasse 50, 4132 Muttenz",CHF 69'900.–,69900,20'000 km,20000,Diesel,1,Luzern,['03'],47.13540267944336,8.045092582702637
1733476035-1291,VW Grand California 600 2.0 BI-TDI,"Rue d' Etrablon 1, 1023 Crissier",CHF 58'900.–,58900,42'800 km,42800,Diesel,1,Appenzell Innerrhoden,['16'],47.33164978027344,9.395992279052734
1733476041-1292,"HYMER Exsis I 474, Fiat Ducato 2.3MJ 150PS Automat",8406 Winterthur,CHF 68'900.–,68900,30'000 km,30000,Diesel,1,Zürich,['01'],47.26387023925781,8.429641723632812
1733476046-1293,EURA MOBIL Terrestra,"Sulzer-Allee 41, 8404 Winterthur",CHF 35'777.–,35777,97'300 km,97300,Diesel,1,Thurgau,['20'],47.46330642700195,9.022964477539062
1733476058-1295,VW T6.1 California 2.0 TDI Ocean Liberty,"Giessenstrasse 4, 8600 Dübendorf",CHF 64'900.–,64900,16'000 km,16000,Diesel,1,Zürich,['01'],47.40205383300781,8.60916805267334
1733476062-1296,VW T6.1 California 2.0 TDI Ocean Edition Liberty,"Aarauerstrasse 22, 5116 Schinznach-Bad",CHF 65'990.–,65990,14'500 km,14500,Diesel,1,Zürich,['01'],47.40205383300781,8.60916805267334
1733476070-1297,VW T6.1 California 2.0 TDI Ocean Liberty,"Giessenstrasse 4, 8600 Dübendorf",CHF 65'900.–,65900,16'000 km,16000,Diesel,1,Zug,['09'],47.21701431274414,8.576250076293945
1733476077-1298,VW T3 Syncro Caravelle C 2.1,8267 Berlingen TG,CHF 49'500.–,49500,108'000 km,108000,Benzin,0,Bern,['02'],47.03104019165039,7.435095310211182
1733476098-1301,WEINSBERG VW T6.1 Bulli,5405 Dättwil AG,CHF 69'900.–,69900,28'500 km,28500,Diesel,1,Bern,['02'],46.7801399230957,7.635182857513428
1733476105-1302,PEUGEOT BOXER AUSBAU ganz Neu unbenutzt,8620 Wetzikon,CHF 54'499.–,54499,250'000 km,250000,Diesel,1,Aargau,['19'],47.43337631225586,8.151206970214844
1733476112-1303,MERCEDES-BENZ 917,3315 Bätterkinden,CHF 39'900.–,39900,85'000 km,85000,Diesel,1,Zürich,['01'],47.41262435913086,8.53308391571045
1733476117-1304,PEUGEOT BOXER liebevoll umgebauter Camper,4410 Liestal,CHF 22'250.–,22250,262'300 km,262300,Diesel,1,Bern,['02'],46.958133697509766,7.41841459274292
1733476134-1306,VW T6 California 2.0 TDI Ocean Liberty 4Motion,3714 Frutigen,CHF 57'900.–,57900,63'000 km,63000,Diesel,1,Bern,['02'],46.9129753112793,7.418245792388916
1733476151-1308,VW T6.1 California 2.0 TDI Beach Edition Spirit 4Motion,"Hölzliwisenstrasse 1, 8604 Volketswil",CHF 76'500.–,76500,17'500 km,17500,Diesel,1,Luzern,['03'],46.975120544433594,8.101763725280762
1733476155-1309,VW T6.1 California 2.0 TDI Ocean Liberty,"Giessenstrasse 4, 8600 Dübendorf",CHF 67'900.–,67900,27'000 km,27000,Diesel,1,Bern,['02'],46.94172668457031,7.401480674743652
1733476159-1310,VW T6.1 California 2.0 TDI Ocean Liberty 4Motion,"Giessenstrasse 4, 8600 Dübendorf",CHF 72'999.–,72999,19'900 km,19900,Diesel,1,Luzern,['03'],47.06898880004883,8.36972713470459
1733476163-1311,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,"Route du Nant-d'Avril 34, 1214 Vernier",CHF 73'490.–,73490,41'500 km,41500,Diesel,1,Ticino,['21'],46.205406188964844,9.035849571228027
1733476169-1313,VW T6.1 California 2.0 TDI Beach,"Rossbodenstrasse 14-16, 7000 Chur",CHF 64'990.–,64990,22'500 km,22500,Diesel,1,Zug,['09'],47.19110107421875,8.480803489685059
1733476176-1315,VW T6.1 California 2.0 TDI Ocean Liberty,"Route du Nant-d'Avril 34, 1214 Vernier",CHF 62'900.–,62900,34'000 km,34000,Diesel,1,St. Gallen,['17'],47.27289962768555,9.110121726989746
